NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y, , , , , , , , , , , , , , , , , , , , , , 
TU FARMACIA INCORPORATED,553 SOUTHERN BOULEVARD,BRONX,NY,10455,3762,BRONX,36005,-73.90361,40.812556, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4261,501 6TH AVENUE,NEW YORK,NY,10011,8421,NEW YORK,36061,-73.997761,40.736585, , , , , , , , , , , , , , , , , , , , , , 
SAFEWAY PHARMACY,493 EAST 138TH STREET,BRONX,NY,10454,3008,BRONX,36005,-73.919702,40.808041, , , , , , , , , , , , , , , , , , , , , , 
88TH STREET PHARMACY,1695 1ST AVENUE,NEW YORK,NY,10128,4804,NEW YORK,36061,-73.948833,40.778122, , , , , , , , , , , , , , , , , , , , , , 
PARKCHESTER FAMILY PHARMACY AND SURGICAL INCORPORATED,1445 UNIONPORT ROAD,BRONX,NY,10462,4400,BRONX,36005,-73.855497,40.835275, , , , , , , , , , , , , , , , , , , , , , 
ANSONIA PHARMACY,442 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,8424,NEW YORK,36061,-73.998408,40.734797, , , , , , , , , , , , , , , , , , , , , , 
SOUNDVIEW PHARMACY,1903 STORY AVENUE,BRONX,NY,10473,2705,BRONX,36005,-73.859582,40.82432, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2435,75 CHRISTOPHER STREET,NEW YORK,NY,10014,4236,NEW YORK,36061,-74.003142,40.733705, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,2939 3RD AVENUE,BRONX,NY,10455,2527,BRONX,36005,-73.91535,40.818062, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,10 UNION SQUARE EAST,NEW YORK,NY,10003,3314,NEW YORK,36061,-73.989651,40.734791, , , , , , , , , , , , , , , , , , , , , , 
ASENCIO PHARMACY INCORPORATED,154 EAST 174TH STREET,BRONX,NY,10457,6904,BRONX,36005,-73.909584,40.844723, , , , , , , , , , , , , , , , , , , , , , 
EISLER CHEMIST,1142 LEXINGTON AVENUE,NEW YORK,NY,10075,307,NEW YORK,36061,-73.95893,40.775243, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 6159,145 4TH AVENUE,NEW YORK,NY,10003, ,NEW YORK,36061,-73.989495,40.733987, , , , , , , , , , , , , , , , , , , , , , 
KALISH PHARMACY,93-20 LIBERTY AVENUE,OZONE PARK,NY,11417,1528,QUEENS,36081,-73.844987,40.680075, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4873,55-60 MYRTLE AVENUE,RIDGEWOOD,NY,11385,3554,QUEENS,36081,-73.9063,40.699927, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 4445,11902 ROCKAWAY BOULEVARD,SOUTH OZONE PARK,NY,11420,2422,QUEENS,36081,-73.819014,40.675515, , , , , , , , , , , , , , , , , , , , , , 
SOHO PHARMACY,23 6TH AVENUE,NEW YORK,NY,10013,2402,NEW YORK,36061,-74.005508,40.719811, , , , , , , , , , , , , , , , , , , , , , 
WISE DRUGS,111-05 JAMAICA AVENUE,RICHMOND HILL,NY,11418,2323,QUEENS,36081,-73.837111,40.697144, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2550,1775 EAST MAIN STREET,MOHEGAN LAKE,NY,10547,1356,WESTCHESTER,36119,-73.852801,41.322715, , , , , , , , , , , , , , , , , , , , , , 
GEORGETOWN PHARMACY,134-07 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,2354,QUEENS,36081,-73.812466,40.691709, , , , , , , , , , , , , , , , , , , , , , 
KATONAH PHARMACY,294 KATONAH AVENUE,KATONAH,NY,10536,2148,WESTCHESTER,36119,-73.683214,41.25516, , , , , , , , , , , , , , , , , , , , , , 
SMK PHARMACY AND SURGICAL SUPPLIES,8702 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH,NY,11693,1610,QUEENS,36081,-73.812308,40.587683, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 7485,107 NORTH MAIN STREET,PORT CHESTER,NY,10573,4210,WESTCHESTER,36119,-73.661729,41.00186, , , , , , , , , , , , , , , , , , , , , , 
RYE BEACH PHARMACY,1 THEALL ROAD,RYE,NY,10580,1404,WESTCHESTER,36119,-73.697518,40.974167, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 11593,210 WESTCHESTER AVENUE,WHITE PLAINS,NY,10604,2901,WESTCHESTER,36119,-73.74157,41.031525, , , , , , , , , , , , , , , , , , , , , , 
HOLLIS DRUGS AND SURGICALS,206-08 HOLLIS AVENUE,QUEENS VILLAGE,NY,11429,1428,QUEENS,36081,-73.750675,40.707213, , , , , , , , , , , , , , , , , , , , , , 
VERNON PHARMACY,105 STEVENS AVENUE,MOUNT VERNON,NY,10550,2686,WESTCHESTER,36119,-73.839833,40.911634, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,115-02 LIBERTY AVENUE,SOUTH RICHMOND HILL,NY,11419,1902,QUEENS,36081,-73.827387,40.685536, , , , , , , , , , , , , , , , , , , , , , 
ANKERSON'S PHARMACY,11 SOUTH 4TH AVENUE,MOUNT VERNON,NY,10550,3104,WESTCHESTER,36119,-73.836698,40.911266, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 3916,758 ARTHUR KILL ROAD,STATEN ISLAND,NY,10312,2141,RICHMOND,36085,-74.166393,40.559795, , , , , , , , , , , , , , , , , , , , , , 
TARGET,2900 VETERANS ROAD WEST,STATEN ISLAND,NY,10309,2500,RICHMOND,36085,-74.232642,40.52875, , , , , , , , , , , , , , , , , , , , , , 
CVS - 4609,601 NORTH BROADWAY,WHITE PLAINS,NY,10603,3219,WESTCHESTER,36119,-73.769419,41.05402, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,2107 RICHMOND ROAD,STATEN ISLAND,NY,10306,2574,RICHMOND,36085,-74.111974,40.581776, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 3441,275 MAIN STREET,WHITE PLAINS,NY,10601,2410,WESTCHESTER,36119,-73.765195,41.034036, , , , , , , , , , , , , , , , , , , , , , 
NATE'S PHARMACY,812 FOREST AVENUE,STATEN ISLAND,NY,10310,2446,RICHMOND,36085,-74.116423,40.629067, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1770,325 MAMARONECK AVENUE,WHITE PLAINS,NY,10605,1440,WESTCHESTER,36119,-73.763094,41.025278, , , , , , , , , , , , , , , , , , , , , , 
NATE'S PHARMACY,252B PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,1702,RICHMOND,36085,-74.135637,40.635127, , , , , , , , , , , , , , , , , , , , , , 
CVS - 742,7 POPHAM ROAD,SCARSDALE,NY,10583,3709,WESTCHESTER,36119,-73.809301,40.989026, , , , , , , , , , , , , , , , , , , , , , 
KING KULLEN,1441 RICHMOND AVENUE,STATEN ISLAND,NY,10314,1553,RICHMOND,36085,-74.156633,40.611318, , , , , , , , , , , , , , , , , , , , , , 
ROBERT JACOBSON SURGICAL PHARMACY,359 EAST MAIN STREET,MOUNT KISCO,NY,10549,3035,WESTCHESTER,36119,-73.724405,41.19805, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9972,1046 YONKERS AVENUE,YONKERS,NY,10704,3038,WESTCHESTER,36119,-73.858596,40.913623, , , , , , , , , , , , , , , , , , , , , , 
WOODHAVEN PHARMACY,86-22 JAMAICA AVENUE,WOODHAVEN,NY,11421,2050,QUEENS,36081,-73.857309,40.692476, , , , , , , , , , , , , , , , , , , , , , 
GATES PALMETTO PHARMACY,583 KNICKERBOCKER AVENUE,BROOKLYN,NY,11221,4742,KINGS,36047,-73.914239,40.696699, , , , , , , , , , , , , , , , , , , , , , 
ROBBINS PHARMACY,770 PALISADE AVENUE,YONKERS,NY,10703,1820,WESTCHESTER,36119,-73.885332,40.959824, , , , , , , , , , , , , , , , , , , , , , 
NEIGHBORHOOD/NEW YORK DIABETIC SUPPLY,958 EAST 2ND STREET,BROOKLYN,NY,11230,2610,KINGS,36047,-73.975761,40.62674, , , , , , , , , , , , , , , , , , , , , , 
SAINT JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,4006,WESTCHESTER,36119,-73.897597,40.929385, , , , , , , , , , , , , , , , , , , , , , 
METRO DRUGS,4 METROTECH CENTRE,BROOKLYN,NY,11201,3815,KINGS,36047,-73.983816,40.69277, , , , , , , , , , , , , , , , , , , , , , 
VALUABLE DRUGS,377 TARRYTOWN ROAD,WHITE PLAINS,NY,10607,1423,WESTCHESTER,36119,-73.797,41.041873, , , , , , , , , , , , , , , , , , , , , , 
PATHMARK,2540 CENTRAL PARK AVENUE,YONKERS,NY,10710,1112,WESTCHESTER,36119,-73.825056,40.981392, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1940,585 YONKERS AVENUE,YONKERS,NY,10704,2628,WESTCHESTER,36119,-73.86996,40.927633, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1185,2000 COMMERCE STREET,YORKTOWN HEIGHTS,NY,10598,4412,WESTCHESTER,36119,-73.781176,41.276861, , , , , , , , , , , , , , , , , , , , , , 
CVS - 534,2262 CENTRAL PARK AVENUE,YONKERS,NY,10710,1423,WESTCHESTER,36119,-73.83248,40.974904, , , , , , , , , , , , , , , , , , , , , , 
LIFEMED PHARMACY,447 DOUGHTY BOULEVARD,INWOOD,NY,11096,1345,NASSAU,36059,-73.747056,40.624212, , , , , , , , , , , , , , , , , , , , , , 
BEN FAMILY PHARMACY,102 PARK AVENUE,YONKERS,NY,10703,2934,WESTCHESTER,36119,-73.891055,40.943534, , , , , , , , , , , , , , , , , , , , , , 
MERK CHEMISTS,973 MCLEAN AVENUE,YONKERS,NY,10704,4108,WESTCHESTER,36119,-73.865606,40.902868, , , , , , , , , , , , , , , , , , , , , , 
GRISTEDES - 090,1100 WILMOT ROAD,SCARSDALE,NY,10583,6863,WESTCHESTER,36119,-73.777871,40.985102, , , , , , , , , , , , , , , , , , , , , , 
ALMARC DRUGS,507 MAIN STREET,NEW ROCHELLE,NY,10801,6305,WESTCHESTER,36119,-73.782026,40.908912, , , , , , , , , , , , , , , , , , , , , , 
ROCHDALE PHARMACY,618 FLATBUSH AVENUE,BROOKLYN,NY,11225,5606,KINGS,36047,-73.960777,40.658237, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 2758,162 WILDEY STREET,TARRYTOWN,NY,10591,2910,WESTCHESTER,36119,-73.863448,41.079053, , , , , , , , , , , , , , , , , , , , , , 
TARGET,500 EAST SANDFORD BOULEVARD,MOUNT VERNON,NY,10550,4750,WESTCHESTER,36119,-73.818489,40.900577, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10548,47 EAST PROSPECT AVENUE,MOUNT VERNON,NY,10550,2225,WESTCHESTER,36119,-73.834858,40.913228, , , , , , , , , , , , , , , , , , , , , , 
EZ PHARMACY,3716 3RD AVENUE,BRONX,NY,10456,2126,BRONX,36005,-73.90283,40.835643, , , , , , , , , , , , , , , , , , , , , , 
UNITED HEBREW - THE HARRY AND JEANETTE WEINBERG CAMPUS,391 PELHAM ROAD,NEW ROCHELLE,NY,10805,2335,WESTCHESTER,36119,-73.779124,40.897204, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3432,55-59 SOUTH MOGER AVENUE,MOUNT KISCO,NY,10549,2211,WESTCHESTER,36119,-73.729227,41.206494, , , , , , , , , , , , , , , , , , , , , , 
PRIME CARE PHARMACY SERVICES,5 ODELL PLAZA,YONKERS,NY,10701,1406,WESTCHESTER,36119,-73.882071,40.968266, , , , , , , , , , , , , , , , , , , , , , 
MED RX PHARMACY,97-27 QUEENS BOULEVARD,REGO PARK,NY,11374,2103,QUEENS,36081,-73.859906,40.729673, , , , , , , , , , , , , , , , , , , , , , 
JOSEPHS PHARMACY,216 WEST 72ND STREET,NEW YORK,NY,10023,2805,NEW YORK,36061,-73.98279,40.77884, , , , , , , , , , , , , , , , , , , , , , 
B AND B PHARMACY,80-09 37TH AVENUE,JACKSON HEIGHTS,NY,11372,6719,QUEENS,36081,-73.885809,40.749744, , , , , , , , , , , , , , , , , , , , , , 
STONEBRIDGE PHARMACY,661 HILLSIDE ROAD,PELHAM,NY,10803,2723,WESTCHESTER,36119,-73.817672,40.895686, , , , , , , , , , , , , , , , , , , , , , 
VIM DRUGS,766 WEST 181ST STREET,NEW YORK,NY,10033,4728,NEW YORK,36061,-73.93811,40.850673, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,24-28 BELL BOULEVARD,BAYSIDE,NY,11360,2223,QUEENS,36081,-73.776052,40.778942, , , , , , , , , , , , , , , , , , , , , , 
WILMONT PHARMACY,824 POST ROAD,SCARSDALE,NY,10583,5007,WESTCHESTER,36119,-73.802488,40.976212, , , , , , , , , , , , , , , , , , , , , , 
MAPLE AVENUE PHARMACY,108B ROUTE 59,MONSEY,NY,10952, ,ROCKLAND,36087,-74.068739,41.108041, , , , , , , , , , , , , , , , , , , , , , 
XIP PHARMACY,21-34 BROADWAY,ASTORIA,NY,11106,4533,QUEENS,36081,-73.930739,40.764396, , , , , , , , , , , , , , , , , , , , , , 
WORLD PHARMACY INCORPORATED,1729 EAST 174TH STREET,BRONX,NY,10472,1801,BRONX,36005,-73.870373,40.834892, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3359,911 MORRIS PARK AVENUE,BRONX,NY,10462,3710,BRONX,36005,-73.859099,40.847135, , , , , , , , , , , , , , , , , , , , , , 
92 PHARMACY INCORPORATED,1938 2ND AVENUE,NEW YORK,NY,10029,6303,NEW YORK,36061,-73.945102,40.786605, , , , , , , , , , , , , , , , , , , , , , 
GROVE DRUGS,302 WEST 12TH STREET,NEW YORK,NY,10014,6025,NEW YORK,36061,-74.004687,40.737284, , , , , , , , , , , , , , , , , , , , , , 
JEROME DRUGS,1788 JEROME AVENUE,BRONX,NY,10453,5708,BRONX,36005,-73.911553,40.848386, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,250 WEST 57TH STREET,NEW YORK,NY,10107,1,NEW YORK,36061,-73.982539,40.766176, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10554,166 SOUTH LIBERTY DRIVE,STONY POINT,NY,10980,2746,ROCKLAND,36087,-73.984783,41.217426, , , , , , , , , , , , , , , , , , , , , , 
QUEENSBRIDGE PLAZA PHARMACY CORPORATION,10-37 41ST AVENUE,LONG ISLAND CITY,NY,11101,7346,QUEENS,36081,-73.94428,40.75513, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,111 WORTH STREET,NEW YORK,NY,10013,4008,NEW YORK,36061,-74.003205,40.715884, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2205,274 OLD NYACK TURNPIKE,SPRING VALLEY,NY,10977,5854,ROCKLAND,36087,-74.044704,41.102069, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2312,12 WEST RAMAPO ROAD,GARNERVILLE,NY,10923,2011,ROCKLAND,36087,-74.006135,41.200486, , , , , , , , , , , , , , , , , , , , , , 
MCMANUS PHARMACY,114 MAIN STREET,NYACK,NY,10960,3112,ROCKLAND,36087,-73.920009,41.091414, , , , , , , , , , , , , , , , , , , , , , 
HILL PHARMACY,53-01 65TH PLACE,MASPETH,NY,11378,1656,QUEENS,36081,-73.899884,40.731276, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 1874,180 NORTH MAIN STREET,NEW CITY,NY,10956,3716,ROCKLAND,36087,-73.986073,41.155864, , , , , , , , , , , , , , , , , , , , , , 
CREEDMOOR PSYCHIATRIC CENTER,79-25 WINCHESTER BOULEVARD,QUEENS VILLAGE,NY,11427, ,QUEENS,36081,-73.731769,40.741401, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,1191 2ND AVENUE,NEW YORK,NY,10065,7703,NEW YORK,36061,-73.962986,40.763069, , , , , , , , , , , , , , , , , , , , , , 
SOUTH BRONX MENTAL HEALTH COUNCIL,781 EAST 142ND STREET,BRONX,NY,10454,1723,BRONX,36005,-73.908944,40.807613, , , , , , , , , , , , , , , , , , , , , , 
TARGET,50 SPRING VALLEY MARKET PLACE,SPRING VALLEY,NY,10977,5213,ROCKLAND,36087,-74.022702,41.104837, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,4 PARK AVENUE,NEW YORK,NY,10016,5339,NEW YORK,36061,-73.981807,40.747051, , , , , , , , , , , , , , , , , , , , , , 
KASSEL PHARMACY,218-11 JAMAICA AVENUE,QUEENS VILLAGE,NY,11428,2124,QUEENS,36081,-73.736923,40.718129, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 2905,250 ROUTE 59,SUFFERN,NY,10901,5315,ROCKLAND,36087,-74.107141,41.113372, , , , , , , , , , , , , , , , , , , , , , 
VERNON BOULEVARD PHARMACY,48-15 VERNON BOULEVARD,LONG ISLAND CITY,NY,11101,5616,QUEENS,36081,-73.953567,40.743592, , , , , , , , , , , , , , , , , , , , , , 
SCHULTZ PHARMACY,150 WEST RAILROAD AVENUE,GARNERVILLE,NY,10923,1243,ROCKLAND,36087,-73.995516,41.207638, , , , , , , , , , , , , , , , , , , , , , 
MIDTOWN HEALTH CENTER,773-775 9TH AVENUE,NEW YORK,NY,10019,6336,NEW YORK,36061,-73.988479,40.764694, , , , , , , , , , , , , , , , , , , , , , 
CVS - 4452,1280 DEER PARK AVENUE,NORTH BABYLON,NY,11703,2716,SUFFOLK,36103,-73.321538,40.74002, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 2784,188 MAIN STREET,HIGHLAND FALLS,NY,10928,2103,ORANGE,36071,-73.965586,41.365324, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10623,1200 DEER PARK AVENUE,NORTH BABYLON,NY,11703,3109,SUFFOLK,36103,-73.322464,40.736903, , , , , , , , , , , , , , , , , , , , , , 
SUPER STOP AND SHOP - 0528,1429 ROUTE 300,NEWBURGH,NY,12550,2908,ORANGE,36071,-74.073236,41.523074, , , , , , , , , , , , , , , , , , , , , , 
ISLIP PHARMACY,437 MAIN STREET,ISLIP,NY,11751,3536,SUFFOLK,36103,-73.215408,40.72897, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5050,30 BROTHERHOOD PLAZA DRIVE,WASHINGTONVILLE,NY,10992,2272,ORANGE,36071,-74.163316,41.429502, , , , , , , , , , , , , , , , , , , , , , 
PATHMARK,1251 DEER PARK AVENUE,NORTH BABYLON,NY,11703,3189,SUFFOLK,36103,-73.318161,40.739066, , , , , , , , , , , , , , , , , , , , , , 
CLYDE CHEMISTS,926 MADISON AVENUE,NEW YORK,NY,10021,3511,NEW YORK,36061,-73.964874,40.773029, , , , , , , , , , , , , , , , , , , , , , 
NORTHPORT VETERANS ADMINISTRATION MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,2200,SUFFOLK,36103,-73.308763,40.893748, , , , , , , , , , , , , , , , , , , , , , 
HANNAFORD,2636 STATE ROUTE 32,NEW WINDSOR,NY,12553,8347,ORANGE,36071,-74.056295,41.452656, , , , , , , , , , , , , , , , , , , , , , 
WAL-MART - 5295,965 BROADHOLLOW ROAD,FARMINGDALE,NY,11735,3906,SUFFOLK,36103,-73.420346,40.726899, , , , , , , , , , , , , , , , , , , , , , 
TARGET,50 ROUTE 17K,NEWBURGH,NY,12550,3918,ORANGE,36071,-74.05853,41.505922, , , , , , , , , , , , , , , , , , , , , , 
KMART,839 NEW YORK AVENUE,HUNTINGTON,NY,11743,4412,SUFFOLK,36103,-73.418844,40.856952, , , , , , , , , , , , , , , , , , , , , , 
BLISS PHARMACY INCORPORATED,1590 MADISON AVENUE,NEW YORK,NY,10029,3816,NEW YORK,36061,-73.949419,40.794262, , , , , , , , , , , , , , , , , , , , , , 
FRIENDLY DRUGS,1036 MAIN STREET,HOLBROOK,NY,11741,1606,SUFFOLK,36103,-73.07682,40.808806, , , , , , , , , , , , , , , , , , , , , , 
SALUMED PHARMACY BAYSHORE,1805 FIFTH AVENUE,BAY SHORE,NY,11706,1761,SUFFOLK,36103,-73.259767,40.772581, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10955,19 CENTRAL AVENUE,CATSKILL,NY,12414,1746,GREENE,36039,-73.879706,42.213943, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10635,577 LARKFIELD ROAD,EAST NORTHPORT,NY,11731,4203,SUFFOLK,36103,-73.318146,40.857307, , , , , , , , , , , , , , , , , , , , , , 
WALDBAUMS,1960 DEER PARK AVENUE,DEER PARK,NY,11729,3327,SUFFOLK,36103,-73.332078,40.764444, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,180 SEVENTH AVENUE,NEW YORK,NY,10011,1830,NEW YORK,36061,-73.997087,40.741657, , , , , , , , , , , , , , , , , , , , , , 
SUPER STOP AND SHOP - 0563,5701 SUNRISE HIGHWAY,HOLBROOK,NY,11741,4801,SUFFOLK,36103,-73.070337,40.769486, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10638,371 HORSEBLOCK ROAD,FARMINGVILLE,NY,11738,1203,SUFFOLK,36103,-73.046972,40.837325, , , , , , , , , , , , , , , , , , , , , , 
BROADWAY PHARMACY,4329 BROADWAY,NEW YORK,NY,10033,2408,NEW YORK,36061,-73.93485,40.852619, , , , , , , , , , , , , , , , , , , , , , 
KMART,987 ROUTE 6,MAHOPAC,NY,10541,1716,PUTNAM,36079,-73.722185,41.390114, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 4552,2 WHITNEY AVENUE,FLORAL PARK,NY,11001,1519,NASSAU,36059,-73.704546,40.729048, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10654,4500 SUNRISE HIGHWAY,OAKDALE,NY,11769,1012,SUFFOLK,36103,-73.118734,40.752438, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 3656,1511 ROUTE 22,BREWSTER,NY,10509,4020,PUTNAM,36079,-73.578801,41.420659, , , , , , , , , , , , , , , , , , , , , , 
TARGET,838 SUNRISE HIGHWAY,BAY SHORE,NY,11706,5908,SUFFOLK,36103,-73.276864,40.726063, , , , , , , , , , , , , , , , , , , , , , 
MANHATTAN PSYCHIATRIC CENTER,600 EAST 125TH STREET,NEW YORK,NY,10035,6000,NEW YORK,36061,-73.928891,40.790023, , , , , , , , , , , , , , , , , , , , , , 
CITY DRUG,324 MAIN STREET,POUGHKEEPSIE,NY,12601,3110,DUTCHESS,36027,-73.926436,41.702915, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 9497,712 SMITHTOWN BYPASS,SMITHTOWN,NY,11787,5004,SUFFOLK,36103,-73.169826,40.848667, , , , , , , , , , , , , , , , , , , , , , 
THRUWAY,78 OAK STREET,WALDEN,NY,12586,1054,ORANGE,36071,-74.192301,41.565244, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 1203,178 NEW HYDE PARK ROAD,FRANKLIN SQUARE,NY,11010,3012,NASSAU,36059,-73.676204,40.712376, , , , , , , , , , , , , , , , , , , , , , 
JNR PHARMACY,667 STONELEIGH AVENUE,CARMEL,NY,10512,2454,PUTNAM,36079,-73.665225,41.38628, , , , , , , , , , , , , , , , , , , , , , 
PORT EWEN PHARMACY,177 BROADWAY,PORT EWEN,NY,12466, ,ULSTER,36111,-73.976341,41.90665, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2960,464 MAIN STREET,PORT JEFFERSON,NY,11777,2814,SUFFOLK,36103,-73.066752,40.942114, , , , , , , , , , , , , , , , , , , , , , 
SUPER STOP AND SHOP - 0558,454 FORT SALONGA ROAD,NORTHPORT,NY,11768,3047,SUFFOLK,36103,-73.337565,40.892289, , , , , , , , , , , , , , , , , , , , , , 
VILLAGE APOTHECARY,31 MARKET STREET,SAUGERTIES,NY,12477,1311,ULSTER,36111,-73.954002,42.077899, , , , , , , , , , , , , , , , , , , , , , 
WALGREENS - 10751,820 FORT SALONGA ROAD,NORTHPORT,NY,11768,3151,SUFFOLK,36103,-73.331547,40.898099, , , , , , , , , , , , , , , , , , , , , , 
DUANE READE,1320 STONY BROOK ROAD,STONY BROOK,NY,11790,2206,SUFFOLK,36103,-73.118913,40.876596, , , , , , , , , , , , , , , , , , , , , , 
RAINDEW FAMILY CENTERS AND PHARMACY,465 PLANDOME ROAD,MANHASSET,NY,11030,1942,NASSAU,36059,-73.700637,40.798955, , , , , , , , , , , , , , , , , , , , , , 
WALDBAUMS,777 PULASKI ROAD,GREENLAWN,NY,11740,1710,SUFFOLK,36103,-73.349816,40.867227, , , , , , , , , , , , , , , , , , , , , , 
HEALTH INSURANCE PLAN OF NEW YORK PHARMACY SERVICES,224 EAST 96TH STREET,NEW YORK,NY,10128,3802,NEW YORK,36061,-73.948071,40.784344, , , , , , , , , , , , , , , , , , , , , , 
CVS - 551,2030 HILLSIDE AVENUE,NEW HYDE PARK,NY,11040,2608,NASSAU,36059,-73.67561,40.750841, , , , , , , , , , , , , , , , , , , , , , 
SUPER STOP AND SHOP - 0546,65 SHORE ROAD,PORT WASHINGTON,NY,11050,2227,NASSAU,36059,-73.701256,40.837919, , , , , , , , , , , , , , , , , , , , , , 
LONGEVITY PHARMACY,75 EAST BROADWAY,NEW YORK,NY,10002,6007,NEW YORK,36061,-73.994158,40.713659, , , , , , , , , , , , , , , , , , , , , , 
CVS - 1954,132-22 14TH AVENUE,COLLEGE POINT,NY,11356,2002,QUEENS,36081,-73.835761,40.785748, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10596,75-75 31ST AVENUE,EAST ELMHURST,NY,11370,1811,QUEENS,36081,-73.891525,40.76033, , , , , , , , , , , , , , , , , , , , , , 
CVS - 5446,2000 JERICHO TURNPIKE,EAST NORTHPORT,NY,11731,6207,SUFFOLK,36103,-73.328626,40.837953, , , , , , , , , , , , , , , , , , , , , , 
CVS - 2836,1401 FIFTH AVENUE,BAY SHORE,NY,11706,4129,SUFFOLK,36103,-73.263204,40.742623, , , , , , , , , , , , , , , , , , , , , , 
WINDSOR PHARMACY AND SURGICALS,215-19 73RD AVENUE,OAKLAND GARDENS,NY,11364,2928,QUEENS,36081,-73.758728,40.74092, , , , , , , , , , , , , , , , , , , , , , 
MEMORIAL SLOAN KETTERING CANCER CENTER PHARMACY,1275 YORK AVENUE,NEW YORK,NY,10065,6007,NEW YORK,36061,-73.956894,40.764388, , , , , , , , , , , , , , , , , , , , , , 
CVS - 6025,2315 MIDDLE COUNTRY ROAD,CENTEREACH,NY,11720,3531,SUFFOLK,36103,-73.09387,40.858615, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10601,60-26 WOODSIDE AVENUE,WOODSIDE,NY,11377,3541,QUEENS,36081,-73.903703,40.744689, , , , , , , , , , , , , , , , , , , , , , 
SALUMED PHARMACY BRENTWOOD,753 COMMACK ROAD,BRENTWOOD,NY,11717,7407,SUFFOLK,36103,-73.231727,40.759639, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10600,50-15 ROOSEVELT AVENUE,WOODSIDE,NY,11377,4458,QUEENS,36081,-73.914323,40.744169, , , , , , , , , , , , , , , , , , , , , , 
RITE AID - 10653,395 FORT SALONGA ROAD,NORTHPORT,NY,11768,3099,SUFFOLK,36103,-73.341132,40.89325, , , , , , , , , , , , , , , , , , , , , , 
RICKCO DRUGS INCORPORATED,30-100 51ST STREET,WOODSIDE,NY,11377,1457,QUEENS,36081,-73.907955,40.757234, , , , , , , , , , , , , , , , , , , , , , 
PATHMARK,155 ISLIP AVENUE,ISLIP,NY,11751,3210,SUFFOLK,36103,-73.206411,40.73586, , , , , , , , , , , , , , , , , , , , , , 
R M R PHARMACY INCORPORATED,65-08 ROOSEVELT AVENUE,WOODSIDE,NY,11377,2928,QUEENS,36081,-73.898687,40.745837, , , , , , , , , , , , , , , , , , , , , , 
