,NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,X,Y
3210,RITE AID - 3847,1532-34 86TH STREET,BROOKLYN,NY,11228,3431,KINGS,36047,-74.008794,40.610621
3211,NEVINS DRUGS INCORPORATED,326 LIVINGSTON STREET,BROOKLYN,NY,11217,1002,KINGS,36047,-73.981815,40.687894
3212,NEW YORK CITY PHARMACY INCORPORATED,2258 3RD AVENUE,NEW YORK,NY,10035,2208,NEW YORK,36061,-73.937156,40.802388
3213,ZOYA PHARMACY,1527 PITKIN AVENUE,BROOKLYN,NY,11212,4516,KINGS,36047,-73.917158,40.668949
3214,RENAISSANCE DIAGNOSTIC AND TREATMENT CENTER,215 WEST 125TH STREET,NEW YORK,NY,10027,4426,NEW YORK,36061,-73.948937,40.80968
3215,FARMACIA SELECTA,88 SEIGEL STREET,BROOKLYN,NY,11206,3203,KINGS,36047,-73.943146,40.704239
3216,WALGREENS - 10678,379 MYRTLE AVENUE,BROOKLYN,NY,11205,2407,KINGS,36047,-73.971129,40.693345
3217,ADVANTAGE PHARMACY,4910 FORT HAMILTON PARKWAY,BROOKLYN,NY,11219,3344,KINGS,36047,-73.998149,40.638328
3218,DUANE READE,1833 NOSTRAND AVENUE,BROOKLYN,NY,11226,7133,KINGS,36047,-73.948228,40.641202
3219,NATURES CURE PHARMACY,324 EAST 34TH STREET,NEW YORK,NY,10016,4991,NEW YORK,36061,-73.974819,40.744036
3220,HIGHBRIDGE PHARMACY,1230 OGDEN AVENUE,BRONX,NY,10452,3522,BRONX,36005,-73.926048,40.838334
3221,DUANE READE,1110 KINGS HIGHWAY,BROOKLYN,NY,11229,1001,KINGS,36047,-73.961474,40.607296999999996
3222,SAINT JUDE'S PHARMACY,520 WEST 207TH STREET,NEW YORK,NY,10034,2646,NEW YORK,36061,-73.919777,40.865043
3223,ASHLAND PHARMACY,123 DEKALB AVENUE,BROOKLYN,NY,11217,1237,KINGS,36047,-73.97739399999999,40.68957
3224,VILLAGE APOTHECARY INCORPORATED,346 BLEECKER STREET,NEW YORK,NY,10014,2980,NEW YORK,36061,-74.004672,40.733893
3225,METCARE RX,305 EAST 161ST STREET,BRONX,NY,10451,3535,BRONX,36005,-73.916984,40.825466
3226,HAROLDS PHARMACY,2272 MCDONALD AVENUE,BROOKLYN,NY,11223,3926,KINGS,36047,-73.973464,40.597096
3227,DUANE READE,619 9TH AVENUE,NEW YORK,NY,10036,3710,NEW YORK,36061,-73.992063,40.759665000000005
3228,NU-EDGE PHARMACY,7707 5TH AVENUE,BROOKLYN,NY,11209,3311,KINGS,36047,-74.023195,40.627635
3229,DUANE READE,1356 LEXINGTON AVENUE,NEW YORK,NY,10128,1507,NEW YORK,36061,-73.954115,40.782004
3230,DUANE READE,465 2ND AVENUE,NEW YORK,NY,10016,9106,NEW YORK,36061,-73.979555,40.740239
3231,DUANE READE,2681 BROADWAY,NEW YORK,NY,10025,4412,NEW YORK,36061,-73.969154,40.798854999999996
3232,DUANE READE,333 EAST 14TH STREET,NEW YORK,NY,10003,4208,NEW YORK,36061,-73.98305400000001,40.731825
3233,DUANE READE,123 THIRD AVENUE,NEW YORK,NY,10003,5509,NEW YORK,36061,-73.986868,40.733354
3234,DUANE READE,192 DYCKMAN STREET,NEW YORK,NY,10040,1004,NEW YORK,36061,-73.92698100000001,40.864502
3235,MEACHAM PHARMACY,107 MEACHAM AVENUE,ELMONT,NY,11003,2630,NASSAU,36059,-73.690247,40.705381
3236,QUEENS EXPRESS PHARMACY CORPORATION,34-54 JUNCTION BOULEVARD,JACKSON HEIGHTS,NY,11372,3829,QUEENS,36081,-73.87222,40.753545
3237,DRUGS CARE CORPORATION,1001 CHURCH AVENUE,BROOKLYN,NY,11218,2711,KINGS,36047,-73.970177,40.646807
3238,DUANE READE,91-21 QUEENS BOULEVARD,ELMHURST,NY,11373,5531,QUEENS,36081,-73.869679,40.733743
3239,PATHMARK,460 FRANKLIN AVENUE,FRANKLIN SQUARE,NY,11010,1226,NASSAU,36059,-73.683756,40.695315
3240,DUANE READE,4 WEST 4TH STREET,NEW YORK,NY,10012,1104,NEW YORK,36061,-73.99475600000001,40.728488
3241,DUANE READE,81-01 BROADWAY,ELMHURST,NY,11373,2429,QUEENS,36081,-73.88354,40.743524
3242,CLARKSON PHARMACY,524 CLARKSON AVENUE,BROOKLYN,NY,11203,2015,KINGS,36047,-73.942123,40.6557
3243,PRESCRIPTION AND VITAMIN WAREHOUSE,197-18 HILLSIDE AVENUE,HOLLIS,NY,11423,2127,QUEENS,36081,-73.764593,40.718468
3244,DUANE READE,866 3RD AVENUE,NEW YORK,NY,10022,6221,NEW YORK,36061,-73.969767,40.757607
3245,DRUG RITE PHARMACY,77-02 21ST AVENUE,EAST ELMHURST,NY,11370,1219,QUEENS,36081,-73.89265,40.770345
3246,POLLINA PHARMACY,7601 13TH AVENUE,BROOKLYN,NY,11228,2411,KINGS,36047,-74.007932,40.619481
3247,DUANE READE,325 NORTH END AVENUE,NEW YORK,NY,10282,1026,NEW YORK,36061,-74.015058,40.716755
3248,OCEAN PHARMACY,915 EAST 107TH STREET,BROOKLYN,NY,11236,3013,KINGS,36047,-73.892228,40.648328
3249,JUNCTION BOULEVARD PHARMACY,95-53 ROOSEVELT AVENUE,JACKSON HEIGHTS,NY,11372,8028,QUEENS,36081,-73.869962,40.749285
3250,LUDWIG'S DRUG STORE,805 WASHINGTON AVENUE,BROOKLYN,NY,11238,6104,KINGS,36047,-73.96239,40.672357
3251,ECHO DRUGS / ECHO PHARMACY,39-50 CRESCENT STREET,LONG ISLAND CITY,NY,11101,3802,QUEENS,36081,-73.93805,40.753745
3252,TRICARE PHARMACY,1807 KINGS HIGHWAY,BROOKLYN,NY,11229,1350,KINGS,36047,-73.95535100000001,40.610236
3253,J AND D PHARMACY,71-68 YELLOWSTONE BOULEVARD,FOREST HILLS,NY,11375,4115,QUEENS,36081,-73.855469,40.72104
3254,HEALTH MART PHARMACY,699 MERRICK ROAD,LYNBROOK,NY,11563,2324,NASSAU,36059,-73.68820600000001,40.662141999999996
3255,RITE AID - 10568,21-25 BROADWAY,LONG ISLAND CITY,NY,11106,4532,QUEENS,36081,-73.930527,40.764784000000006
3256,CHEM RX,790 PARK PLACE,LONG BEACH,NY,11561,2111,NASSAU,36059,-73.660836,40.593044
3257,CVS - 2123,61-01 WOODHAVEN BOULEVARD,REGO PARK,NY,11374,2738,QUEENS,36081,-73.870684,40.728746
3258,RITE AID - 10616,400 SUNRISE HIGHWAY,LYNBROOK,NY,11563,3023,NASSAU,36059,-73.669443,40.65553
3259,TOP CARE PHARMACY CORPORATION,136-04 NORTHERN BOULEVARD,FLUSHING,NY,11354,6515,QUEENS,36081,-73.83129699999999,40.762731
3260,CASH RX PLUS,746 10TH AVENUE,NEW YORK,NY,10019,7000,NEW YORK,36061,-73.991201,40.765046000000005
3261,NUCARE PHARMACY AND SURGICAL WESTSIDE,250 9TH AVENUE,NEW YORK,NY,10001,6602,NEW YORK,36061,-73.99975500000001,40.747927000000004
3262,CAREWELL PHARMACY,767 9TH AVENUE,NEW YORK,NY,10019,6332,NEW YORK,36061,-73.98855,40.764506
3263,COSTCO,517 EAST 117TH STREET,NEW YORK,NY,10035,4410,NEW YORK,36061,-73.931167,40.79553
3264,ACE PHARMACY,235 WYCKOFF AVENUE,BROOKLYN,NY,11237,5303,KINGS,36047,-73.914864,40.701833
3265,SUPERIOR PHARMACY,78-14 ROOSEVELT AVENUE,JACKSON HEIGHTS,NY,11372,6626,QUEENS,36081,-73.887349,40.747018
3266,QUICK RX,909 COLUMBUS AVENUE,NEW YORK,NY,10025,4041,NEW YORK,36061,-73.963318,40.798217
3267,SLAVA'S PHARMACY,99-14 63RD ROAD,REGO PARK,NY,11374,1940,QUEENS,36081,-73.85649000000001,40.732403999999995
3268,BIOSCRIP PHARMACY,197 8TH AVENUE,NEW YORK,NY,10011,1605,NEW YORK,36061,-73.999971,40.743602
3269,TARGET,500 WEST SUNRISE HIGHWAY,VALLEY STREAM,NY,11581,1001,NASSAU,36059,-73.720691,40.664633
3270,K S PHARMACY,93-05 63RD DRIVE,REGO PARK,NY,11374,2924,QUEENS,36081,-73.86381800000001,40.728311
3271,DUANE READE,520 KINGS HIGHWAY,BROOKLYN,NY,11223,1941,KINGS,36047,-73.970263,40.6042
3272,CALIGOR PHARMACY,1226 LEXINGTON AVENUE,NEW YORK,NY,10028,1406,NEW YORK,36061,-73.957289,40.777489
3273,COUNTY PHARMACY,220-08 HEMPSTEAD AVENUE,QUEENS VILLAGE,NY,11429,2119,QUEENS,36081,-73.733847,40.712542
3274,CAREPLUS,138 2ND AVENUE,NEW YORK,NY,10003,8305,NEW YORK,36061,-73.987164,40.728812
3275,WALGREENS - 10279,1000 2ND AVENUE,NEW YORK,NY,10022,6306,NEW YORK,36061,-73.966981,40.756481
3276,PATHMARK,100 GREAVES LANE,STATEN ISLAND,NY,10308,2171,RICHMOND,36085,-74.143996,40.554536999999996
3277,RITE AID - 4866,95-14 63RD DRIVE,REGO PARK,NY,11374,2025,QUEENS,36081,-73.86235400000001,40.729668
3278,SENIORSCRIPT PHARMACY,125 GRAHAM AVENUE,BROOKLYN,NY,11206,2667,KINGS,36047,-73.943291,40.706125
3279,AMERICAN OUTCOMES MANAGEMENT,36 WEST 37TH STREET,NEW YORK,NY,10018,7497,NEW YORK,36061,-73.985105,40.750933
3280,THE NEW YORK HOTEL TRADES COUNCIL AND HOTEL ASSOCIATION OF NEW YORK CITY - QUEENS HEALTH CENTER PHARMACY,37-11 QUEENS BOULEVARD,LONG ISLAND CITY,NY,11101,1725,QUEENS,36081,-73.927406,40.744771
3281,CVS - 6053,2045 FOREST AVENUE,STATEN ISLAND,NY,10303,1734,RICHMOND,36085,-74.157519,40.626713
3282,MEDI-HEALTH DRUGS LIMITED LIABILITY COMPANY,40-34 UNION STREET,FLUSHING,NY,11354,6044,QUEENS,36081,-73.826268,40.759476
3283,DUANE READE,522 FULTON STREET,BROOKLYN,NY,11201,5308,KINGS,36047,-73.98184499999999,40.688942
3284,COMMUNITY RECETA PHARMACY,1713 UNIVERSITY BOULEVARD,BRONX,NY,10453,6961,BRONX,36005,-73.917182,40.849717
3285,DEKALB DRUGS,886 DEKALB AVENUE,BROOKLYN,NY,11221,1402,KINGS,36047,-73.940476,40.692387
3286,RITE AID - 4798,2155 3RD AVENUE,NEW YORK,NY,10035,4707,NEW YORK,36061,-73.938941,40.799054999999996
3287,THOMPSON CHEMISTS,137 THOMPSON STREET,NEW YORK,NY,10012,3174,NEW YORK,36061,-74.001337,40.726727000000004
3288,RITE AID - 2010,4046 BROADWAY,NEW YORK,NY,10032,1517,NEW YORK,36061,-73.938862,40.842844
3289,GRAND AVENUE PHARMACY,69-29 GRAND AVENUE,MASPETH,NY,11378,1850,QUEENS,36081,-73.894581,40.726607
3290,SAN JUAN PHARMACY,960 AMSTERDAM AVENUE,NEW YORK,NY,10025,3002,NEW YORK,36061,-73.96534,40.801307
3291,CVS - 2360,743 AMSTERDAM AVENUE,NEW YORK,NY,10025,5702,NEW YORK,36061,-73.969849,40.794224
3292,CVS - 3752,630 LEXINGTON AVENUE,NEW YORK,NY,10022,4665,NEW YORK,36061,-73.97112299999999,40.758618
3293,GERARD PHARMACY INCORPORATED,903 GERARD AVENUE,BRONX,NY,10452,9405,BRONX,36005,-73.92477,40.828404
3294,THERESA PHARMACY,3901 BROADWAY,NEW YORK,NY,10032,1503,NEW YORK,36061,-73.94239499999999,40.838043
3295,RITE AID - 2703,546-558 WEST 207TH STREET,NEW YORK,NY,10034,2611,NEW YORK,36061,-73.9204,40.865941
3296,FAMILY PHARMACY AND SURGICAL INCORPORATED,379 WEST 125TH STREET,NEW YORK,NY,10027,4831,NEW YORK,36061,-73.953563,40.81143
3297,CAREPLUS CVS PHARMACY,126 8TH AVENUE,NEW YORK,NY,10011,5108,NEW YORK,36061,-74.001186,40.741222
3298,RITE AID - 1225,534 HUDSON STREET,NEW YORK,NY,10014,6114,NEW YORK,36061,-74.00588,40.73428
3299,RITE AID - 4208,516 EAST 14TH STREET,NEW YORK,NY,10009,3336,NEW YORK,36061,-73.97952099999999,40.729788
3300,BUENA VISTA PHARMACY,2022 THIRD AVENUE,NEW YORK,NY,10029,2855,NEW YORK,36061,-73.94251899999999,40.794968
3301,WALGREENS - 10135,298 1ST AVENUE,NEW YORK,NY,10009,1850,NEW YORK,36061,-73.980712,40.733311
3302,DUANE READE,1350 BROADWAY,NEW YORK,NY,10018,7702,NEW YORK,36061,-73.987336,40.751028000000005
3303,LATO-ASCIONE PHARMACY,2268 1ST AVENUE,NEW YORK,NY,10035,5001,NEW YORK,36061,-73.934883,40.796301
3304,LEROY PHARMACY,1448 METROPOLITAN AVENUE,BRONX,NY,10462,7402,BRONX,36005,-73.860607,40.836245
3305,RX PLUS PHARMACY CORPORATION,289 GRAND STREET,NEW YORK,NY,10002,4417,NEW YORK,36061,-73.99245,40.717502
3306,RITE AID - 7826,5237 BROADWAY,BRONX,NY,10463,7636,NEW YORK,36061,-73.90893,40.875565
3307,CVS - 2437,732 ALLERTON AVENUE,BRONX,NY,10467,8702,BRONX,36005,-73.86597900000001,40.865187
3308,RITE AID - 4196,188 9TH AVENUE,NEW YORK,NY,10011,4917,NEW YORK,36061,-74.001701,40.745517
3309,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,10461,1138,BRONX,36005,-73.847127,40.856227000000004
3310,CVS - 2430,224 EAST 161ST STREET,BRONX,NY,10451,3545,BRONX,36005,-73.920716,40.824777000000005
3311,BROOK PHARMACY,530 EAST 138TH STREET,BRONX,NY,10454,4906,BRONX,36005,-73.918504,40.806971999999995
3312,DUANE READE,1091 LEXINGTON AVENUE,NEW YORK,NY,10075,1804,NEW YORK,36061,-73.959695,40.773340999999995
3313,CITY ISLAND PHARMACY,290 CITY ISLAND AVENUE,BRONX,NY,10464,1433,BRONX,36005,-73.7861,40.846920000000004
3314,SAN PEDRO PHARMACY,1381 SAINT NICHOLAS AVENUE,NEW YORK,NY,10033,4001,NEW YORK,36061,-73.934907,40.848240000000004
3315,CITY CARE PHARMACY,313 EAST 161ST STREET,BRONX,NY,10451,3535,BRONX,36005,-73.916689,40.825421999999996
3316,HARLEM STAR PHARMACY,67 WEST 137TH STREET,NEW YORK,NY,10037,1954,NEW YORK,36061,-73.939148,40.81532
3317,CVS - 2433,2112 WHITE PLAINS ROAD,BRONX,NY,10462,1404,BRONX,36005,-73.867354,40.853840000000005
3318,DRUG RITE PHARMACY,2426 GRAND CONCOURSE,BRONX,NY,10458,5202,BRONX,36005,-73.897756,40.860395000000004
3319,CUREWELL DRUGS INCORPORATED,4157 BROADWAY,NEW YORK,NY,10033,3702,NEW YORK,36061,-73.938666,40.846775
3320,DESAI'S PHARMACY INCORPORATED,228 WEST 238TH STREET,BRONX,NY,10463,2474,BRONX,36005,-73.90010600000001,40.884703
3321,DUANE READE,666 3RD AVENUE,NEW YORK,NY,10017,4011,NEW YORK,36061,-73.974321,40.751346000000005
3322,FRIENDLY PHARMACY INCORPORATED,389 EAST 138TH STREET,BRONX,NY,10454,3099,BRONX,36005,-73.92303000000001,40.809422999999995
3323,DUANE READE,100 WEST 57TH STREET,NEW YORK,NY,10019,3302,NEW YORK,36061,-73.97757800000001,40.764255
3324,FIRO INCORPORATED,1418 WYTHE PLACE,BRONX,NY,10452,6904,BRONX,36005,-73.914395,40.839937
3325,DUANE READE,585 HUDSON STREET,NEW YORK,NY,10014,2115,NEW YORK,36061,-74.00613299999999,40.736677
3326,EVE III PHARMACY,612 WESTCHESTER AVENUE,BRONX,NY,10455,1521,BRONX,36005,-73.910529,40.815697
3327,BROADWAY PHARMACY NEW YORK CITY INCORPORATED,4740 BROADWAY,NEW YORK,NY,10040,1032,NEW YORK,36061,-73.927872,40.864987
3328,HUNTS POINT DRUGS,2799 3RD AVENUE,BRONX,NY,10455,4002,BRONX,36005,-73.919449,40.815323
3329,LA HISPANA ON BROADWAY PHARMACY,3890 BROADWAY,NEW YORK,NY,10032,1509,NEW YORK,36061,-73.941947,40.837588000000004
3330,RITE AID - 10539,2748 EAST TREMONT AVENUE,BRONX,NY,10461,2808,BRONX,36005,-73.844444,40.841797
3331,DUANE READE,279 WEST 125TH STREET,NEW YORK,NY,10027,4408,NEW YORK,36061,-73.95067,40.810243
3332,PRIME CARE PHARMACY,1126 NOSTRAND AVENUE,BROOKLYN,NY,11225,5410,KINGS,36047,-73.9509,40.660262
3333,RIMCO PHARMACY,610 WILSON AVENUE,BROOKLYN,NY,11207,1509,KINGS,36047,-73.906598,40.689546
3334,ANTELIS PHARMACY,1502 ELM AVENUE,BROOKLYN,NY,11230,5217,KINGS,36047,-73.95980899999999,40.617703999999996
3335,BAY-CARE PHARMACY,8506A BAY PARKWAY,BROOKLYN,NY,11214,4104,KINGS,36047,-73.993602,40.602499
3336,BI-WISE PHARMACY,7407 18TH AVENUE,BROOKLYN,NY,11204,5614,KINGS,36047,-73.995398,40.613665999999995
3337,MARLBORO DRUG COMPANY,2313 STILLWELL AVENUE,BROOKLYN,NY,11223,5647,KINGS,36047,-73.98355600000001,40.590925
3338,VENUS PHARMACY AND SUPPLIES,972 AMSTERDAM AVENUE,NEW YORK,NY,10025,3002,NEW YORK,36061,-73.965175,40.801617
3339,NATE'S PHARMACY,7124 BAY PARKWAY,BROOKLYN,NY,11204,6016,KINGS,36047,-73.985688,40.610109
3340,FIRST CHOICE PHARMACY CORP,5912 8TH AVENUE,BROOKLYN,NY,11220,4388,KINGS,36047,-74.009393,40.635918
3341,CREST PHARMACY,196 FLATBUSH AVENUE,BROOKLYN,NY,11217,2170,KINGS,36047,-73.976005,40.681641
3342,DUANE READE,1637 YORK AVENUE,NEW YORK,NY,10028,6545,NEW YORK,36061,-73.947073,40.776432
3343,A-Z DRUG CORPORATION,150 JORALEMON STREET,BROOKLYN,NY,11201,4317,KINGS,36047,-73.993391,40.692729
3344,FIRST HEALTH PHARMACY,7910 3RD AVENUE,BROOKLYN,NY,11209,3602,KINGS,36047,-74.029331,40.628347
3345,QUICK RX,360 KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,3751,KINGS,36047,-73.921883,40.700621999999996
3346,ROSSI PHARMACY,1891 EASTERN PARKWAY,BROOKLYN,NY,11233,3290,KINGS,36047,-73.908339,40.676978999999996
3347,AMBAR PHARMACY,667 ALLERTON AVENUE,BRONX,NY,10467,7405,BRONX,36005,-73.86853,40.865555
3348,RX STOP PHARMACY,8610 BAY PARKWAY,BROOKLYN,NY,11214,4102,KINGS,36047,-73.994325,40.601813
3349,TOP VALUE PHARMACY,3811 DYRE AVENUE,BRONX,NY,10466,6112,BRONX,36005,-73.83160699999999,40.888258
3350,THRIFTWAY PHARMACY,524 NOSTRAND AVENUE,BROOKLYN,NY,11216,2012,KINGS,36047,-73.949871,40.680816
3351,UNO PHARMACY,1544 SAINT NICHOLAS AVENUE,NEW YORK,NY,10040,4506,NEW YORK,36061,-73.930604,40.853162
3352,WALGREENS - 12007,1404 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,2322,KINGS,36047,-73.903141,40.645524
3353,MALCOLM X PHARMACY,523 LENOX AVENUE,NEW YORK,NY,10037,1808,NEW YORK,36061,-73.940585,40.815099
3354,KINGS COURT DRUGS,8 NEWKIRK PLAZA,BROOKLYN,NY,11226,6526,KINGS,36047,-73.96261700000001,40.635298
3355,PARKARE PHARMACY,2158 STARLING AVENUE,BRONX,NY,10462,4303,BRONX,36005,-73.85334,40.836065999999995
3356,PARK PHARMACY,3205 QUENTIN ROAD,BROOKLYN,NY,11234,4236,KINGS,36047,-73.939615,40.613058
3357,FAMILY FIRST PHARMACY,4507 8TH AVENUE,BROOKLYN,NY,11220,1515,KINGS,36047,-74.000762,40.643576
3358,FALAK LONG TERM CARE,2500 SAINT RAYMONDS AVENUE,BRONX,NY,10461,3146,BRONX,36005,-73.847638,40.840879
3359,YOGI PHARMACY,1985 UNIVERSITY AVENUE,BRONX,NY,10453, ,BRONX,36005,-73.91237,40.854141
3360,LINCOLN NEIGHBORHOOD PHARMACY,730 FLATBUSH AVENUE,BROOKLYN,NY,11226,1459,KINGS,36047,-73.960034,40.65514
3361,FAMILY DRUGSTORE,3010 MERMAID AVENUE,BROOKLYN,NY,11224,1806,KINGS,36047,-73.996941,40.575055
3362,CVS - 346,5 INDIAN ROCK,SUFFERN,NY,10901,4907,ROCKLAND,36087,-74.128817,41.113759
3363,DUANE READE,2931 AVENUE U,BROOKLYN,NY,11229,5139,KINGS,36047,-73.941611,40.600747999999996
3364,PHARMACEUTICAL CONSULTANTS,200 EAST ECKERSON ROAD,NEW CITY,NY,10956,7153,ROCKLAND,36087,-74.024048,41.125997
3365,U 15 PHARMACY INCORPORATED,1504 AVENUE U,BROOKLYN,NY,11229,3808,KINGS,36047,-73.956177,40.598695
3366,CVS - 631,75 NORTH MIDDLETOWN ROAD,PEARL RIVER,NY,10965,2659,ROCKLAND,36087,-74.01339399999999,41.060586
3367,PARKWAY PHARMACY,531 CHURCH AVENUE,BROOKLYN,NY,11218,2409,KINGS,36047,-73.975047,40.644866
3368,RITE AID - 1063,50 NORTH MAIN STREET,NEW CITY,NY,10956,3719,ROCKLAND,36087,-73.987521,41.149839
3369,SHOPRITE,26 NORTH MIDDLETOWN ROAD,PEARL RIVER,NY,10965,2014,ROCKLAND,36087,-74.011628,41.060775
3370,SUPER STOP AND SHOP - 533,1581 UNITED STATES HIGHWAY 202,POMONA,NY,10970, ,ROCKLAND,36087,-74.046115,41.182415
3371,WALGREENS - 4029,209 ROUTE 59,SUFFERN,NY,10901,5203,ROCKLAND,36087,-74.113771,41.111517
3372,SHOPRITE,56 WEST RAMAPO ROAD,GARNERVILLE,NY,10923,2011,ROCKLAND,36087,-74.009038,41.200226
3373,JAROS DRUGS,25 CENTRAL PARK WEST,NEW YORK,NY,10023,7253,NEW YORK,36061,-73.980603,40.770331
3374,CVS - 1087,20 FILORS LANE,STONY POINT,NY,10980,2706,ROCKLAND,36087,-73.987445,41.218303000000006
3375,WALGREENS - 13120,1612 WESTCHESTER AVENUE,BRONX,NY,10472,2915,BRONX,36005,-73.874998,40.829167
3376,ARROW PHARMACY,883 9TH AVENUE,NEW YORK,NY,10019,1704,NEW YORK,36061,-73.98576899999999,40.768214
3377,CITY DRUG AND SURGICAL,2039 AMSTERDAM AVENUE,NEW YORK,NY,10032,5007,NEW YORK,36061,-73.940075,40.835155
3378,CENTURY PHARMACY,159 EAST BROADWAY,NEW YORK,NY,10002,6301,NEW YORK,36061,-73.990388,40.713862
3379,HAMILTON PHARMACY INCORPORATED,3293 BROADWAY,NEW YORK,NY,10027,7909,NEW YORK,36061,-73.956419,40.818771999999996
3380,WALGREENS - 10912,2575 BROADWAY,NEW YORK,NY,10025,5657,NEW YORK,36061,-73.971707,40.79535
3381,WALGREENS - 9731,20 ASTOR PLACE,NEW YORK,NY,10003,6903,NEW YORK,36061,-73.9919,40.729732
3382,DUANE READE,1150 6TH AVENUE,NEW YORK,NY,10036,2701,NEW YORK,36061,-73.982602,40.756321
3383,RITE AID - 3733,309 WEST 125TH STREET,NEW YORK,NY,10027,3620,NEW YORK,36061,-73.95161800000001,40.810827
3384,VALUE PRICE PHARMACY,1475 2ND AVENUE,NEW YORK,NY,10075,2292,NEW YORK,36061,-73.956429,40.771983
3385,DUANE READE,1187 1ST AVENUE,NEW YORK,NY,10065,7106,NEW YORK,36061,-73.959908,40.763009999999994
3386,DUANE READE,2522 BROADWAY,NEW YORK,NY,10025,6946,NEW YORK,36061,-73.97214100000001,40.793316
3387,DUANE READE,585 2ND AVENUE,NEW YORK,NY,10016,4803,NEW YORK,36061,-73.976877,40.743902
3388,DUANE READE,2108 3RD AVENUE,NEW YORK,NY,10029,2103,NEW YORK,36061,-73.940513,40.797715999999994
3389,LASCOFF DRUGS,1209 LEXINGTON AVENUE,NEW YORK,NY,10028,1404,NEW YORK,36061,-73.95734399999999,40.776728000000006
3390,DUANE READE,771 8TH AVENUE,NEW YORK,NY,10036,7011,NEW YORK,36061,-73.98769200000001,40.760678000000006
3391,HEIDI PHARMACY,522 WEST 181ST STREET,NEW YORK,NY,10033,5101,NEW YORK,36061,-73.932281,40.848521000000005
3392,POLYPHARM DRUG COMPANY,208 MOTT STREET,NEW YORK,NY,10012,4102,NEW YORK,36061,-73.99522900000001,40.721781
3393,RITE AID - 4885,210-20 AMSTERDAM AVENUE,NEW YORK,NY,10023,5005,NEW YORK,36061,-73.983027,40.777163
3394,MEDILANE PHARMACY CORPORATION,204 CLINTON STREET,NEW YORK,NY,10002,7576,NEW YORK,36061,-73.986993,40.713898
3395,WALGREENS - 10417,1160 3RD AVENUE,NEW YORK,NY,10065,5909,NEW YORK,36061,-73.96293,40.767051
3396,DUANE READE,1524 2ND AVENUE,NEW YORK,NY,10075,503,NEW YORK,36061,-73.954376,40.773336
3397,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,1809,KINGS,36047,-73.933074,40.659389000000004
3398,CALIBER PHARMACY,1311 BROADWAY,HEWLETT,NY,11557,2115,NASSAU,36059,-73.70051,40.638624
3399,MIDTOWN EAST PHARMACY,161 MADISON AVENUE,NEW YORK,NY,10016,5421,NEW YORK,36061,-73.983365,40.746732
3400,HORIZON HEALTH AND SURGICAL,7406 5TH AVENUE,BROOKLYN,NY,11209,2704,KINGS,36047,-74.02259000000001,40.630187
3401,ROYAL CARE PHARMACY INCORPORATED,127 EAST 110TH STREET,NEW YORK,NY,10029,8054,NEW YORK,36061,-73.944917,40.795246999999996
3402,HEALTHONE PHARMACY,119 PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,2428,KINGS,36047,-73.89635600000001,40.674898999999996
3403,WALDBAUM'S,153-01 10TH AVENUE,WHITESTONE,NY,11357,1233,QUEENS,36081,-73.80803,40.794301000000004
3404,SANA PHARMACY,236 BUSHWICK AVENUE,BROOKLYN,NY,11206,2711,KINGS,36047,-73.939992,40.707399
3405,LAVEN PHARMACY,4131 QUEENS BOULEVARD,SUNNYSIDE,NY,11104,2801,QUEENS,36081,-73.922474,40.743955
3406,SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION,650 AMBOY STREET,BROOKLYN,NY,11212,4748,KINGS,36047,-73.911174,40.655109
3407,CVS - 1058,41-08 QUEENS BOULEVARD,SUNNYSIDE,NY,11104,2802,QUEENS,36081,-73.923126,40.743252000000005
3408,HEALTH CENTER PHARMACY,62-00 BEACH CHANNEL DRIVE,ARVERNE,NY,11692,1409,QUEENS,36081,-73.791764,40.593446
3409,CARNEGIE HILL CHEMISTS,1842 2ND AVENUE,NEW YORK,NY,10128,3862,NEW YORK,36061,-73.947156,40.78368
3410,RITE AID - 4277,115-10 MERRICK BOULEVARD,JAMAICA,NY,11434,1852,QUEENS,36081,-73.777996,40.689502000000005
3411,VALLEY DRUGS,850 AMSTERDAM AVENUE,NEW YORK,NY,10025,5170,NEW YORK,36061,-73.968111,40.797649
3412,WALGREENS - 4565,127-04 GUY R BREWER BOULEVARD,JAMAICA,NY,11434,2955,QUEENS,36081,-73.779841,40.677716
3413,CVS - 1761,54-06 31ST AVENUE,WOODSIDE,NY,11377,1610,QUEENS,36081,-73.907042,40.756822
3414,DUANE READE,163-30 CROSSBAY BOULEVARD,HOWARD BEACH,NY,11414,3740,QUEENS,36081,-73.838481,40.651625
3415,ALL CARE PHARMACY AND SURGICAL,35-26/35-30 64TH STREET,WOODSIDE,NY,11377, ,QUEENS,36081,-73.898641,40.74946
